history;Population;block;Individual;t;Treatment;Transplanting Date;Initial height(cm);Initial height;Flowering date;1cm bud date;Days to flowering;Days to achieve 1 cm bud;Total days;Total days1;Width (cm);Height (cm);vollum (cm3);N? buds;N? leaves;Bud biomass (mg);Roots biomass (mg);Aboveground biomass without leaves(mg);Aboveground biommas(mg);Total biomass(mg);Total.biomass1;root_shoot ratio;Stage;Flowering;Estmating the remain days;;flower sex;SLA LL(cm2/mg);SLA LM(cm2/mg);SLA LH(cm2/mg);SLA (cm2/mg);Fresh weight LL(mg);Turgid weight LL(mg);Dry weight LL(mg);Fresh weight LM(mg);Turgid weight LM(mg);Dry weight LM(mg);Fresh weight LH(mg);Turgid weight LH(mg);Dry weight LH(mg);RWC;Moisture (%);Leaves density;Relative growth rate;initial biomass_exp;initial biomass_linear;relative efficiency index 
ET;#4;2;6;ambient;ambient;20.01.2017;9.2;9.2;23.03.2017;12.04.2017;62;20;82;82;20.5;60.5;19958.72;15;82;3;3949.4;14280;14615.6;18568;18.568;0.27;5;1;;;M;0.319;0.237;0.226;0.26;59;76.1;16.5;879.2;1053.3;266.9;183.4;231.1;52.2;0.742;14.4;1.36;0.63;22.61271593;67.19074;51.3
ET;#4;2;10;ambient;ambient;20.01.2017;6;6;;22.03.2017;NA;NA;NA;NA;23.8;80.3;35705.83;15;140;4.5;2792.3;17240;17680.5;20477.3;20.4773;0.16;5;1;;;M;0.304;0.195;0.144;0.214;89.2;103.4;23.3;968.9;1103.5;303.2;352.4;437.1;114;0.797;11.15;1.74;1.22;9.819262326;19.5309;74.3
ET;#4;2;14;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#4;2;16;elevated;elevated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#4;2;18;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#4;2;19;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#4;2;20;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#5;3;17;ambient;ambient;20.01.2017;NA;5;05.04.2017;19.04.2017;75;14;89;89;11.2;12;1181.64;1;28;0.7;1136.5;750;858.8;1996;NA;1.32;2;1;13.6712;;M;0.488;0.287;0.153;0.309;10.5;14.3;2.2;230.5;295.6;64.7;129.8;136.4;41.9;0.778;47.35;2.33;0.08;7.566033849;4.6372;0.1
ET;#5;3;6;ambient;ambient;20.01.2017;2.4;2.4;05.04.2017;20.04.2017;75;15;90;90;11;47.2;4483.29;1;47;NA;1524.6;3810;3897.3;5421.9;NA;0.39;1;1;17.2354;;M;0.307;0.275;0.196;0.259;41.3;53.2;15.5;22.7;28;8.5;152.6;211.9;63.3;0.671;40;1;0.5;3.84167627;-34.08642;44.8
ET;#5;3;10;ambient;ambient;20.01.2017;7.6;7.6;23.02.2017;07.03.2017;34;12;46;46;19.4;55.8;16485.7;12;82;6.1;1875.3;6140;6306;8187.4;8.1874;0.3;5;1;;;M;0.441;0.302;0.328;0.357;67.9;79;12.7;715.3;823.8;143.5;35.9;48.3;9.8;0.784;12.1;1.47;1.05;14.90101304;43.36082;0.67
ET;#5;3;9;ambient;ambient;20.01.2017;3.8;3.8;20.03.2017;10.04.2017;59;21;80;80;13.5;18.8;2689.65;27;77;5;3746.2;4450;4531.6;8282.8;8.2828;0.83;5;1;;;M;0.327;0.387;0.272;0.328;21.1;28.1;6;136.5;178.8;33.4;148.8;189.8;42.2;0.705;29.65;4.1;0.19;5.533699615;-13.23524;0.21
ET;#5;3;13;ambient;ambient;20.01.2017;7.2;7.2;01.03.2017;07.03.2017;40;6;46;46;17.2;58.4;13562.49;9;75;3.3;2282.7;6670;6949.2;9235.2;9.2352;0.33;5;1;;;M;0.299;0.209;0.227;0.245;79.5;92.7;17.2;669.8;826.4;195;215.5;301.4;67;0.737;12.1;1.28;1.11;13.42553378;37.40334;0.72
ET;#5;3;12;ambient;ambient;20.01.2017;7.4;7.4;01.03.2017;14.03.2017;40;13;53;53;24.1;43.1;19650.84;11;107;2;3037.3;6540;6853.3;9892.6;9.8926;0.44;5;1;;;M;0.236;0.185;0.198;0.206;45.6;52.1;14.5;640.4;719.4;213.4;246;298.7;85.4;0.808;14.15;2.48;0.67;14.14404659;40.38208;35.7
ET;#5;3;15;ambient;ambient;20.01.2017;6.2;6.2;09.03.2017;22.03.2017;48;13;61;61;21.4;56.1;20167.87;7;95;2.9;2807.9;8610;8948;11758.8;11.7588;0.31;5;1;;;M;0.366;0.211;0.259;0.279;53.1;66.6;12.8;870.5;1128.1;254.3;240.9;365.6;70.9;0.677;12.9;1.69;0.82;10.34477333;22.50964;0.7
ET;#5;3;11;ambient;ambient;20.01.2017;9.4;9.4;15.03.2017;22.03.2017;54;7;61;61;17.9;85.4;21479.97;15;118;1.6;2325;11200;11534.8;13861.4;13.8614;0.2;5;1;;;M;0.268;0.277;0.226;0.257;802.7;992.8;203.1;32.2;44.7;11.4;331.3;446;120.3;0.677;9.65;1.38;1.25;23.82291184;70.16948;76
ET;#5;3;8;ambient;ambient;20.01.2017;4.5;4.5;09.03.2017;03.04.2017;48;25;73;73;20.7;55.4;18634.6;18;82;5.3;3584.2;10030;10351.6;13941.1;13.9411;0.35;5;1;;;M;0.315;0.237;0.157;0.236;995.1;1089.9;227;22.4;28.6;7.5;225.9;277.3;87.1;0.775;27.95;1.48;0.7;6.641451241;-2.80965;50.9
ET;#5;3;14;ambient;ambient;20.01.2017;7.6;7.6;06.03.2017;20.03.2017;45;14;59;59;19.3;79.1;23129.21;11;116;2.8;3087.3;12090;12456.4;15546.5;15.5465;0.25;5;1;;;M;0.329;0.207;0.206;0.247;60.9;75;14.2;641.9;734.6;217.7;375.4;475.9;134.5;0.765;17.3;1.47;1.21;14.90101304;43.36082;71.5
ET;#5;3;2;ambient;ambient;20.01.2017;14.4;14.4;09.03.2017;23.03.2017;48;14;62;62;21.1;78.7;27504.85;9;133;2.4;3242.9;12960;13147.8;16393.1;16.3931;0.25;5;1;;;M;0.484;0.332;0.352;0.389;46.9;64.5;13.3;463.8;610;119.3;205.6;258.3;55.2;0.7;10.8;1.69;1.04;87.70972652;144.63798;0.9
ET;#5;3;7;ambient;ambient;20.01.2017;9.6;9.6;13.03.2017;20.03.2017;52;7;59;59;12.7;97.2;12306.75;12;142;4.4;3463.6;15050;15475.6;18943.6;18.9436;0.22;5;1;;;M;0.279;0.187;0.165;0.21;72.3;87.3;18.4;656.5;802.8;227.2;455.2;611.2;180;0.722;17.2;1.46;1.48;25.09787547;73.14822;1.23
ET;#5;3;19;ambient;ambient;20.01.2017;NA;6;;20.04.2017;NA;NA;NA;NA;15.1;93.8;16789.06;0;97;NA;5517.3;13350;13608.4;19125.7;19.1257;0.41;0;0;20.7996;;M;0.39;0.285;0.237;0.304;36.7;51.6;12;508.9;602.9;180.7;175.1;229.4;65.7;0.69;14.2;1.03;0.98;9.819262326;19.5309;1.23
ET;#5;3;1;ambient;ambient;20.01.2017;12.1;12.1;15.03.2017;10.04.2017;54;26;80;80;21.3;83.6;29773.86;15;90;4.6;3616.1;15800;16195.1;19815.8;19.8158;0.22;5;1;;;M;0.274;0.272;0.22;0.255;73.9;95.9;25;753.1;865.3;264.8;283.2;344.5;105.3;0.749;17.9;1.08;0.89;48.15744272;110.38247;71.5
ET;#5;3;3;ambient;ambient;20.01.2017;12.6;12.6;23.03.2017;10.04.2017;62;18;80;80;15.6;83.4;15932.54;13;98;3.3;4641.6;15050;15262.8;19907.7;19.9077;0.3;5;1;;;M;0.348;0.342;0.29;0.327;71.9;93.6;22.4;76.5;111.9;31.9;493.8;607.5;158.5;0.666;19.15;1.18;0.89;54.86163016;117.82932;0.99
ET;#5;3;4;ambient;ambient;20.01.2017;9.3;9.3;03.04.2017;11.04.2017;73;8;81;81;20.3;71;22967.84;8;126;4.1;5303.3;14940;15309.5;20616.9;20.6169;0.35;5;1;;;M;0.345;0.21;0.194;0.25;57.3;76.6;17.3;737.2;910.3;261.7;264.1;304.8;90.5;0.739;19.35;1.77;0.76;23.20992758;68.68011;0.86
ET;#5;3;5;ambient;ambient;20.01.2017;7.2;7.2;03.04.2017;19.04.2017;73;16;89;89;17.5;70;16828.44;19;120;1.7;4420.9;16920;17147.1;21569.7;21.5697;0.26;2;1;13.6712;;M;0.296;0.201;0.162;0.22;65;77.3;19.7;532.5;633;155.2;163.6;205.7;52.2;0.767;17.75;1.71;0.71;13.42553378;37.40334;62.8
ET;#5;3;16;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#5;3;18;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#7;4;25;elevated;elevated;20.01.2017;;0.5;27.03.2017;10.04.2017;66;14;80;80;10;29.3;2300.05;9;42;4.4;2784.5;2830;2950.6;5739.5;NA;0.94;5;1;;;M;0.263;0.297;0.266;0.275;15.2;39;10.9;127;442.5;81.8;78.6;116.7;27.9;0.283;26.55;1.43;0.36;2.341103735;-62.38445;0.59
ET;#7;4;11;elevated;elevated;20.01.2017;12.1;12.1;17.02.2017;23.02.2017;28;6;34;34;15.5;32.3;6091.66;9;63;23.8;1951.7;4380;4577.6;6553.1;6.5531;0.43;5;1;;;M;0.396;0.304;0.318;0.339;39.6;66.8;8.3;553.4;783.2;121.7;270.8;429;67.6;0.583;13.3;1.95;0.59;48.15744272;110.38247;0.41
ET;#7;4;23;ambient;ambient;20.01.2017;;;09.03.2017;16.04.2017;48;38;86;86;20.3;43.7;14136.54;3;55;3.4;2959;4570;4720.5;7682.9;7.6829;0.63;5;1;;;M;0.473;0.289;0.276;0.346;25.1;33.4;6.3;487.9;571.7;138.9;17.2;25.8;5.3;0.694;23.75;1.26;0.51;2.055016753;-69.8313;43.7
ET;#7;4;13;elevated;elevated;20.01.2017;NA;0.5;23.02.2017;06.03.2017;34;11;45;45;21;47;16270.7;11;89;4.9;2382.4;5740;5897.5;8284.8;8.2848;0.4;5;1;;;M;0.457;0.35;0.939;0.582;45.1;63.4;8.9;618.9;861.9;144.9;39.7;63.1;3.7;0.644;10.75;1.89;1.03;2.341103735;-62.38445;0.95
ET;#7;4;16;ambient;ambient;20.01.2017;2.9;2.9;27.02.2017;07.03.2017;38;8;46;46;20.2;44.6;14285.89;7;90;6.7;1977.9;6430;6617;8601.6;8.6016;0.3;5;1;;;M;0.445;0.228;0.314;0.329;61.7;71.9;11.4;582.7;728.7;167.2;30.1;48.6;8.4;0.704;12.25;2.02;0.91;4.376491167;-26.63957;41.7
ET;#7;4;24;elevated;elevated;20.01.2017;4;4;23.02.2017;06.03.2017;34;11;45;45;22.6;44.8;17962.41;8;73;8;2253.5;6060;6342.7;8604.2;8.6042;0.36;5;1;;;M;0.426;0.256;0.235;0.306;45.7;74.3;10.5;754;998.3;205;210.3;304.7;67.2;0.615;8.4;1.63;0.91;5.82985425;-10.2565;0.84
ET;#7;4;2;elevated;elevated;20.01.2017;21;21;23.02.2017;06.03.2017;34;11;45;45;23.2;57.5;24294.81;10;117;5.5;1884.4;8070;8256.7;10146.6;10.1466;0.23;5;1;;;M;0.495;0.219;0.236;0.317;62.8;77.4;15.6;478.5;709.2;160;30.7;60;11.1;0.582;12.5;2.03;0.81;490.0468506;242.9364;0.75
ET;#7;4;15;ambient;ambient;20.01.2017;8;8;NA;06.03.2017;NA;NA;NA;NA;21.1;47.1;16460.97;16;89;6.7;2479.4;7370;7722.4;10208.5;10.2085;0.32;5;1;;;M;0.374;0.173;0.353;0.3;84;121.6;17.9;1055.3;1366.6;330;19.9;28.1;4.5;0.663;18.25;1.89;0.87;16.53864891;49.3183;39.1
ET;#7;4;9;elevated;elevated;20.01.2017;8.1;8.1;03.04.2017;19.04.2017;73;16;89;89;15.4;47.8;8898.95;13;63;1.1;3582.3;7220;7523.2;11106.6;11.1066;0.48;3;1;10.107;;M;0.369;0.232;0.2;0.267;34.6;41.8;9.7;706.6;788.9;224.1;234;263.8;69.4;0.826;11.65;1.32;0.45;16.97544181;50.80767;0.81
ET;#7;4;19;ambient;ambient;20.01.2017;12.1;12.1;NA;07.03.2017;NA;NA;NA;NA;23;47.9;19891.19;15;104;3.8;2813.1;8130;8389;11205.9;11.2059;0.34;5;1;;;M;0.357;0.183;0.268;0.269;94.7;117.1;18;671.6;792.3;230.3;36.9;54.8;10.7;0.718;12.3;2.17;0.78;48.15744272;110.38247;35.8
ET;#7;4;7;ambient;ambient;20.01.2017;9.3;9.3;23.02.2017;06.03.2017;34;11;45;45;20.4;50.2;16399.62;19;94;2.6;3596.5;7340;7626.2;11225.3;11.2253;0.47;5;1;;;M;0.476;0.263;0.245;0.328;68.4;83;12.2;806;1037.5;202.5;263.6;390.5;71.5;0.706;17.2;1.87;0.91;23.20992758;68.68011;40.9
ET;#7;4;1;ambient;ambient;20.01.2017;17;17;23.03.2017;10.04.2017;62;18;80;80;14.9;82.6;14395.35;12;82;2.9;2503.9;8740;9082.5;11589.3;11.5893;0.28;5;1;;;M;0.378;0.228;0.25;0.286;44.5;51.6;11.6;680.6;821.9;238.6;275.5;391.9;92.3;0.731;15.1;0.99;0.82;172.7409373;183.3616;65.6
ET;#7;4;6;elevated;elevated;20.01.2017;NA;0.5;15.03.2017;27.03.2017;54;12;66;66;18.5;69.4;18645.44;4;123;1.8;3725.8;8410;8597;12324.6;12.3246;0.43;5;1;;;M;0.45;0.278;0.286;0.338;38.3;48.7;7.1;486.3;605.1;122.9;202.7;282.1;57;0.717;13.6;1.77;1.04;2.341103735;-62.38445;1.41
ET;#7;4;14;ambient;ambient;20.01.2017;4.2;4.2;20.04.2017;20.04.2017;90;1;90;90;17.5;45.7;10986.57;1;71;NA;4752.3;8530;8703.7;13456;13.456;0.55;1;1;17.2354;;M;0.521;0.248;0.224;0.331;60.1;92.6;14;49.2;75.5;16.6;439.2;583.5;143.1;0.604;15.5;1.55;0.46;6.1418586;-7.27776;41.5
ET;#7;4;10;elevated;elevated;20.01.2017;15.2;15.2;09.03.2017;22.03.2017;48;13;61;61;15.7;68.5;13254.38;5;132;1.9;3395;10410;10671.6;14068.5;14.0685;0.32;5;1;;;M;0.377;0.26;0.251;0.296;54.6;68.6;13.7;604.7;765;168.3;246.9;365;79.6;0.688;8.75;1.93;0.87;108.0478733;156.55294;1.09
ET;#7;4;27;elevated;elevated;20.01.2017;5.1;5.1;NA;20.04.2017;NA;NA;NA;NA;16.8;55.8;12362.96;0;87;NA;5810.3;8340;8516.6;14326.9;14.3269;0.68;0;0;20.7996;;M;0.379;0.377;0.365;0.374;70.8;92.4;23.9;30.4;43.4;11.1;438.8;539.6;141.6;0.676;12.4;1.56;0.56;7.765856087;6.12657;1.04
ET;#7;4;8;elevated;elevated;20.01.2017;7.6;7.6;23.03.2017;03.04.2017;62;11;73;73;21.3;59.8;21297.57;20;72;3.1;3168.3;11200;11292.4;14463.8;14.4638;0.28;5;1;;;M;0.314;0.364;0.24;0.306;56.7;66.8;17.1;18.5;23.2;5.2;223.7;285;70.1;0.75;8.75;1.2;0.72;14.90101304;43.36082;1.07
ET;#7;4;17;ambient;ambient;20.01.2017;NA;5;23.03.2017;19.04.2017;62;27;89;89;12.1;77.2;8872.74;9;86;1.7;6094.7;8390;8544.5;14640.9;14.6409;0.71;2;1;13.6712;;M;0.242;0.215;0.219;0.225;34.7;51;11.2;292.9;377;98.9;137.2;172.6;44.4;0.671;21.9;1.11;0.81;7.566033849;4.6372;72.2
ET;#7;4;4;ambient;ambient;20.01.2017;7.1;7.1;03.03.2017;18.04.2017;42;46;88;88;26.1;67.1;35881.71;15;113;1.3;4092;12670;12869.8;16963.1;16.9631;0.32;2;1;13.6712;;M;0.414;0.216;0.208;0.279;54.9;71.6;14.3;366.3;481.9;100.9;259.3;326.6;84.6;0.709;19.65;1.68;0.68;13.08008311;35.91397;60
ET;#7;4;5;elevated;elevated;20.01.2017;6.9;6.9;05.04.2017;20.04.2017;75;15;90;90;16.1;74.6;15179.6;1;126;1.1;5195.2;13120;13335.8;18532.1;18.5321;0.39;2;1;13.6712;;M;0.355;0.275;0.26;0.297;41;53.5;12.7;436.5;513.1;139.5;196.2;262.1;63.6;0.719;8.6;1.69;0.75;12.41561929;32.93523;1.39
ET;#7;4;12;ambient;ambient;20.01.2017;NA;5;23.03.2017;19.04.2017;62;27;89;89;19;54.3;15387.81;8;123;1.7;7028.7;11240;11593.8;18624.2;18.6242;0.61;3;1;10.107;;M;0.238;0.2;0.082;0.173;34;41.2;11.3;844.5;961.5;223.6;207.6;246.1;118.9;0.766;18.05;2.27;0.55;7.566033849;4.6372;49.3
ET;#7;4;3;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#7;4;18;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#7;4;20;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#7;4;21;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#7;4;22;ambient;ambient;20.01.2017;6.1;6.1;03.04.2017;19.04.2017;73;16;89;89;18.3;52.2;13722.79;3;77;1.1;2610.7;NA;NA;NA;NA;NA;2;1;13.6712;;M;0.305;0.233;0.356;0.298;34.5;42.4;11.1;644.8;737.2;203.1;364.5;402;61.2;0.822;19.35;1.48;0.52;10.07859331;21.02027;46.1
ET;#7;4;26;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#7;4;28;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#8;4;34;elevated;elevated;20.01.2017;NA;NA;NA;20.04.2017;NA;NA;NA;NA;8.8;11.1;674.77;0;53;NA;1306.7;1700;1731.5;3038.2;3.0382;0.75;0;0;20.7996;;M;0.314;0.39;0.22;0.308;15.8;31.4;4.5;55.3;74.6;15.6;38.6;54.6;11.4;0.574;41.25;4.77;NA;#VALUE!;#VALUE!;NA
AT;#8;4;30;ambient;ambient;20.01.2017;3.1;3.1;01.03.2017;09.03.2017;40;8;48;48;17.6;36.1;8778.13;13;69;3.1;1838.9;4930;5117.2;6959.2;6.9592;0.36;5;1;;;M;0.397;0.253;0.243;0.297;43.8;59.9;8.8;543.9;648.3;128.8;195.2;261.6;49.6;0.724;23.6;1.91;0.69;4.610713881;-23.66083;33
AT;#8;4;10;elevated;elevated;20.01.2017;11;11;17.02.2017;27.02.2017;28;10;38;38;18.1;37.4;9618.3;6;74;5;2666.5;4320;4452.9;7124.4;7.1244;0.6;5;1;;;M;0.409;0.362;0.319;0.363;584;807.3;98.4;46.3;89.4;12.6;75.6;128.8;21.9;0.542;16.37;1.98;0.69;36.15195401;93.9994;0.48
AT;#8;4;3;elevated;elevated;20.01.2017;14.5;14.5;22.02.2017;28.02.2017;33;6;39;39;17.2;43.2;10032.53;10;102;1.7;2065.2;5290;5478;7544.9;7.5449;0.38;5;1;;;M;0.372;0.442;0.29;0.368;541.5;666.2;104.2;33.7;41.5;7.9;320.9;421.7;75.9;0.751;7.8;2.36;0.74;90.02617848;146.12735;0.53
AT;#8;4;42;ambient;ambient;20.01.2017;NA;0.3;09.03.2017;23.03.2017;48;14;62;62;22.3;26.2;10227.76;4;76;4.7;2888.6;4290;4657.2;7550.5;7.5505;0.62;5;1;;;M;0.293;0.302;0.207;0.267;67.1;77;20.6;706.7;850;208.5;391.6;515.5;138.1;0.758;35.3;2.9;0.42;2.222176453;-65.36319;25.9
AT;#8;4;39;elevated;elevated;20.01.2017;3.3;3.3;23.02.2017;06.03.2017;34;11;45;45;17.2;43;9986.08;22;97;2.3;2118.6;5260;5431.7;7552.6;7.5526;0.39;5;1;;;M;0.282;0.342;0.237;0.287;548;693.1;121.7;29;41.4;6.8;117;193.1;43.2;0.627;17.3;2.26;0.88;4.857471816;-20.68209;0.73
AT;#8;4;7;ambient;ambient;20.01.2017;13.6;13.6;06.03.2017;13.03.2017;45;7;52;52;18.2;75.7;19683.77;9;95;1.6;1580.4;6370;6506.4;8088.4;8.0884;0.24;5;1;;;M;0.707;0.37;0.366;0.481;55.5;69.7;6.8;574.7;657.8;124.7;20;24.9;4.9;0.791;17.4;1.25;1.19;71.19988477;132.72302;62.1
AT;#8;4;28;elevated;elevated;20.01.2017;7.4;7.4;01.03.2017;07.03.2017;40;6;46;46;23;40;16610.6;12;89;2;1815;6220;6426.5;8243.5;8.2435;0.28;5;1;;;M;0.476;0.29;0.274;0.347;89.6;105.1;17.6;747;875.6;177.6;37.6;52.2;11.3;0.761;9.25;2.23;0.71;14.14404659;40.38208;0.6
AT;#8;4;17;elevated;elevated;20.01.2017;9.1;9.1;23.02.2017;02.03.2017;34;7;41;41;19.6;44.9;13540.3;6;48;9.4;2126;6050;6346.7;8482.1;8.4821;0.33;5;1;;;M;0.471;0.295;0.288;0.351;88.3;121.7;15.8;887.7;1094;208.8;253.7;385.7;72.1;0.677;10.3;1.07;0.87;22.03087107;65.70137;0.66
AT;#8;4;20;elevated;elevated;20.01.2017;5.5;5.5;02.03.2017;09.03.2017;41;7;48;48;18.6;45.8;12438.3;15;121;2.4;2027;6310;6463.5;8492.9;8.4929;0.31;5;1;;;M;0.442;0.324;0.439;0.402;46.5;71.7;9.6;574.9;696.7;138.4;23.6;30.9;5.5;0.696;8;2.64;0.84;8.619331246;12.08405;0.74
AT;#8;4;32;ambient;ambient;20.01.2017;7;7;01.03.2017;07.03.2017;40;6;46;46;21.7;31.1;11496.07;5;106;5.2;2798.3;5760;5906.5;8710;8.71;0.47;5;1;;;M;0.414;0.32;0.268;0.334;61.5;75;12.7;396.6;504.6;95;139.2;186.7;38.8;0.733;14.35;3.41;0.52;12.74352118;34.4246;24.1
AT;#8;4;40;elevated;elevated;20.01.2017;6.9;6.9;01.03.2017;07.03.2017;40;6;46;46;21.3;50.1;17842.95;1;103;1.9;1952.3;6580;6845.7;8799.9;8.7999;0.29;5;1;;;M;0.339;0.238;0.228;0.268;35.1;57.9;9.7;536;700.8;167.2;280.6;360.4;88.8;0.641;9.05;2.06;0.94;12.41561929;32.93523;0.79
AT;#8;4;16;ambient;ambient;20.01.2017;7.4;7.4;03.03.2017;23.03.2017;42;20;62;62;19;38.7;10967;7;87;2;3507.6;5380;5569.3;9078.9;9.0789;0.63;5;1;;;M;0.295;0.319;0.226;0.28;32.8;81.2;9.5;518.6;593.4;118.2;205.1;311.6;61.6;0.581;26.25;2.25;0.5;14.14404659;40.38208;31.3
AT;#8;4;29;ambient;ambient;20.01.2017;7.5;7.5;09.03.2017;13.03.2017;48;4;52;52;20.6;65.7;21886.15;12;105;3.5;2609.7;7030;7246.1;9859.3;9.8593;0.36;5;1;;;M;0.21;0.284;0.472;0.322;62.2;92.1;22;729.7;823.1;189.8;24.7;31.9;4.3;0.722;20.75;1.6;1.12;14.517597;41.87145;58.2
AT;#8;4;36;elevated;elevated;20.01.2017;7.6;7.6;03.03.2017;09.03.2017;42;6;48;48;19;41.6;11788.82;10;95;2.4;2355.1;7450;7716.6;10074.1;10.0741;0.31;5;1;;;M;0.323;0.227;0.313;0.287;107;152.4;26.9;674.1;830.2;229.5;31;46.2;10.2;0.652;9.05;2.28;0.71;14.90101304;43.36082;0.62
AT;#8;4;15;ambient;ambient;20.01.2017;5.5;5.5;02.03.2017;23.03.2017;41;21;62;62;20.4;22.8;7448.43;11;123;3.6;3701.1;6210;6483.5;10188.2;10.1882;0.57;5;1;;;M;0.283;0.63;0.249;0.388;699;885.6;197.6;25.2;36.1;4.7;191.5;260.9;71.2;0.672;28.95;5.39;0.28;8.619331246;12.08405;17.3
AT;#8;4;38;ambient;ambient;20.01.2017;NA;0.4;09.03.2017;20.03.2017;48;11;59;59;18.3;29.3;7702.64;14;119;3.2;3830.9;6590;6742.5;10576.6;10.5766;0.57;5;1;;;M;0.458;0.267;0.196;0.307;28.3;31.3;6.1;283.7;350;90.9;144.7;214.8;55.5;0.728;27.65;4.06;0.49;2.280865098;-63.87382;28.9
AT;#8;4;22;ambient;ambient;20.01.2017;10.2;10.2;28.02.2017;09.03.2017;39;9;48;48;19.7;67.8;20655.31;10;105;2;2465.6;8330;8530.9;10998.5;10.9985;0.29;5;1;;;M;0.471;0.286;0.322;0.359;66.1;95.6;11.5;824.2;996.2;184.6;19.2;28.7;4.8;0.68;15.65;1.55;1.2;29.34697281;82.08444;57.6
AT;#8;4;24;elevated;elevated;20.01.2017;8.6;8.6;02.03.2017;16.03.2017;41;14;55;55;17.1;64.9;14897.27;8;108;3.6;2453.4;8280;8549.1;11006.1;11.0061;0.29;5;1;;;M;0.392;0.261;0.243;0.299;43.3;72.5;11.2;532;643.1;158;289.4;350.8;99.9;0.683;8.3;1.66;1.02;19.33865998;58.25452;1.03
