history;Population;block;Individual;t;Treatment;Transplanting Date;Initial height(cm);Initial height;Flowering date;1cm bud date;Days to flowering;Days to achieve 1 cm bud;Total days;Total days1;Width (cm);Height (cm);vollum (cm3);N? buds;N? leaves;Bud biomass (mg);Roots biomass (mg);Aboveground biomass without leaves(mg);Aboveground biommas(mg);Total biomass(mg);Total.biomass1;root_shoot ratio;Stage;Flowering;Estmating the remain days;;flower sex;SLA LL(cm2/mg);SLA LM(cm2/mg);SLA LH(cm2/mg);SLA (cm2/mg);Fresh weight LL(mg);Turgid weight LL(mg);Dry weight LL(mg);Fresh weight LM(mg);Turgid weight LM(mg);Dry weight LM(mg);Fresh weight LH(mg);Turgid weight LH(mg);Dry weight LH(mg);RWC;Moisture (%);Leaves density;Relative growth rate;initial biomass_exp;initial biomass_linear;relative efficiency index 
AT;#10;5;11;ambient;ambient;20.01.2017;NA;0.5;15.03.2017;16.04.2017;54;32;86;NA;19;41.2;11675.46;12;65;6.2;2829;2820;3201.8;6037;6.037;0.88;5;1;;;M;0.395;0.226;0.19;0.27;52.3;68.7;13.2;946.6;1082.7;298.9;205.9;236.9;69.7;0.782;32.5;1.58;0.47;2.341103735;-62.38445;40.7
AT;#10;5;8;elevated;elevated;20.01.2017;2.4;2.4;09.03.2017;21.03.2017;48;12;60;60;18;52.3;13301.98;14;83;1.8;2255.7;5430;5643.4;7900.9;7.9009;0.4;5;1;;;M;0.39;0.332;0.363;0.362;42.4;50.8;10.1;677.7;810.3;149.6;224.3;265.4;53.7;0.8;9.6;1.59;0.83;3.84167627;-34.08642;0.76
AT;#10;5;9;elevated;elevated;20.01.2017;NA;5;15.03.2017;03.04.2017;54;19;73;73;16.2;57.2;11784.08;10;71;4;2308.2;6100;6359.3;8671.5;8.6715;0.36;5;1;;;M;0.305;0.187;0.182;0.224;28.2;34.2;7.9;463.8;532.6;163.8;239.4;279.8;87.6;0.792;16.75;1.24;0.72;7.566033849;4.6372;0.8
AT;#10;5;7;elevated;elevated;20.01.2017;6.4;6.4;09.03.2017;23.03.2017;48;14;62;62;21.3;56;19944.21;6;78;2.8;2714.1;5830;6042.6;8759.5;8.7595;0.45;5;1;;;M;0.522;0.303;0.296;0.374;37.2;46.1;6.7;694.7;802.8;160.5;154.9;213.2;45.4;0.753;11.75;1.39;0.8;10.89840883;25.48838;0.76
AT;#10;5;26;ambient;ambient;20.01.2017;12.1;12.1;23.02.2017;01.03.2017;34;6;40;40;22.6;50.2;20127.52;7;80;7.1;2253;6700;6880;9140.1;9.1401;0.33;5;1;;;M;0.404;0.288;0.336;0.343;90.4;108.6;15.5;748.1;915;160.9;14.1;26.4;3.6;0.681;10.05;1.59;0.95;48.15744272;110.38247;38.1
AT;#10;5;19;elevated;elevated;20.01.2017;4.1;4.1;20.03.2017;28.03.2017;59;8;67;67;14.6;72.6;12148.2;8;38;3.8;2498.5;6410;6656.2;9158.5;9.1585;0.38;5;1;;;M;0.319;0.258;0.243;0.273;100.8;121.7;20.7;540.8;643.3;158.3;218;255.5;67.2;0.794;29.2;0.52;1.02;5.983823231;-8.76713;1.05
AT;#10;5;2;ambient;ambient;20.01.2017;4.8;4.8;09.03.2017;21.03.2017;48;12;60;60;16.8;70.8;15686.33;6;67;2;1957.3;7290;7481.2;9440.5;9.4405;0.26;5;1;;;M;0.446;0.208;0.444;0.366;223.9;289.3;38.4;366.3;439.3;86.1;210.4;287.1;66.7;0.728;18.35;0.95;1.1;7.181681875;1.65846;66
AT;#10;5;16;elevated;elevated;20.01.2017;4.6;4.6;03.03.2017;23.03.2017;42;20;62;62;19.2;33.6;9723.25;8;103;3.1;2593.6;6620;6940.1;9536.8;9.5368;0.37;5;1;;;M;0.364;0.26;0.229;0.284;43.5;54.1;11.7;633.9;745;204.8;282.3;344.3;103.6;0.762;13.3;3.07;0.47;6.816854851;-1.32028;0.44
AT;#10;5;35;elevated;elevated;20.01.2017;18.6;18.6;02.03.2017;14.03.2017;41;12;53;53;20.7;63.2;21258.25;5;93;2.2;2772.4;6620;6845.1;9619.7;9.6197;0.41;5;1;;;M;0.364;0.23;0.226;0.274;32;40.7;7.1;435.3;541;136.4;228.3;315.7;81.6;0.702;11.2;1.47;0.84;262.1393415;207.19152;0.68
AT;#10;5;17;elevated;elevated;20.01.2017;NA;2;02.03.2017;16.03.2017;41;14;55;55;22.1;50.8;19476.81;8;89;4.5;2675.4;6710;7037.3;9717.2;9.7172;0.38;5;1;;;M;0.344;0.235;0.194;0.258;26.4;30.5;6.4;689.2;795.1;227.3;242.3;292.2;93.6;0.797;14.15;1.75;0.89;3.461278398;-40.0439;0.75
AT;#10;5;3;elevated;elevated;20.01.2017;5.9;5.9;02.03.2017;14.03.2017;41;12;53;53;18.8;51.8;14371.93;6;88;3.1;3024.8;6780;7080.8;10108.7;10.1087;0.43;5;1;;;M;0.241;0.183;0.19;0.204;47.4;66.2;13.7;527.1;621.3;195.5;250.6;284.2;91.6;0.749;10.45;1.7;0.87;9.566604157;18.04153;0.7
AT;#10;5;5;elevated;elevated;20.01.2017;6.9;6.9;15.03.2017;11.04.2017;54;27;81;81;17.2;52.4;12169.08;9;43;1.7;4094.2;6030;6322.5;10418.4;10.4184;0.65;5;1;;;M;0.148;0.177;0.089;0.138;21.1;24.9;8.9;437.9;595.5;194.9;125.5;146.4;88.7;0.669;11.35;0.82;0.56;12.41561929;32.93523;0.7
AT;#10;5;33;ambient;ambient;20.01.2017;4.1;4.1;09.03.2017;22.03.2017;48;13;61;61;17;63.6;14428.61;15;119;2.7;2869;7980;8182;11053.7;11.0537;0.35;5;1;;;M;0.374;0.234;0.202;0.27;32.3;40.7;9.1;409;519.8;128.2;192.1;266.6;64.7;0.694;17.65;1.87;0.98;5.983823231;-8.76713;59.5
AT;#10;5;32;elevated;elevated;20.01.2017;13.1;13.1;24.02.2017;06.03.2017;35;10;45;45;16.6;62.4;13498.03;16;98;8.5;2414.9;8570;8871.7;11295.1;11.2951;0.27;5;1;;;M;0.446;0.243;0.264;0.318;63.6;88.7;11.7;886.8;1080.7;219.2;228.4;332.7;70.8;0.684;9.55;1.57;1.1;62.49913396;125.27617;0.76
AT;#10;5;31;ambient;ambient;20.01.2017;9.2;9.2;01.03.2017;28.03.2017;40;27;67;67;15.2;68.2;12369.19;9;88;2.4;2825.2;8570;8833.8;11661.4;11.6614;0.32;5;1;;;M;0.272;0.15;0.154;0.192;43.6;58.8;13.8;427.8;479.9;171.1;214.4;247.9;78.9;0.765;15.55;1.29;0.88;22.61271593;67.19074;59
AT;#10;5;30;elevated;elevated;20.01.2017;12.4;12.4;15.03.2017;16.04.2017;54;32;86;86;23.4;55.3;23769.85;10;38;2.4;2790.2;9820;9985.4;12778;12.778;0.28;5;1;;;M;0.678;0.211;0.201;0.363;7;8.4;1.2;409;446.7;122;125;148.9;42.2;0.822;12.2;0.69;0.5;52.07467781;114.85058;0.66
AT;#10;5;4;ambient;ambient;20.01.2017;6.6;6.6;03.03.2017;21.03.2017;42;18;60;60;17.6;61.1;14857.17;9;92;5.4;3551.6;9220;9564.6;13121.6;13.1216;0.37;5;1;;;M;NA;0.209;0.139;0.174;35.8;NA;NA;640;722.2;228.3;300;342.1;116.3;0.824;20.85;1.51;0.91;11.48167401;28.46712;54.5
AT;#10;5;34;ambient;ambient;20.01.2017;13.1;13.1;03.03.2017;23.03.2017;42;20;62;62;17.4;73.7;17516.03;10;98;9.1;2355.3;10570;10817.5;13181.9;13.1819;0.22;5;1;;;M;0.443;0.331;0.303;0.359;29.1;39.5;6.7;595.4;758;145.7;312.2;391.1;95.1;0.717;13;1.33;0.98;62.49913396;125.27617;60.6
AT;#10;5;1;elevated;elevated;20.01.2017;5.1;5.1;09.03.2017;22.03.2017;48;13;61;61;15.8;65.8;12894.65;13;105;2.9;3072.6;10440;10699.8;13775.3;13.7753;0.29;5;1;;;M;0.713;0.265;0.277;0.418;72.2;77.7;8.1;714.9;865.2;172.5;353;407.2;79.2;0.846;8.75;1.6;1;7.765856087;6.12657;0.93
AT;#10;5;15;elevated;elevated;20.01.2017;;0.5;09.03.2017;10.04.2017;48;32;80;80;16.3;61.6;12847.71;8;56;2.5;4097.3;9930;10131.1;14230.9;14.2309;0.4;5;1;;;M;0.758;0.354;0.653;0.589;38.7;50.4;5.6;690;868;158.7;301.8;446.7;36.8;0.711;13.1;0.91;0.76;2.341103735;-62.38445;0.94
AT;#10;5;12;elevated;elevated;20.01.2017;3.6;3.6;NA;20.04.2017;NA;NA;NA;NA;17.2;77.4;17974.94;1;74;1.1;4734;9720;9863.9;14599;14.599;0.48;2;1;13.6712;;M;0.38;0.265;0.274;0.306;26.4;30.1;8.8;283.9;322.6;96.5;125.7;157.4;38.6;0.796;13.7;0.96;0.82;5.252589536;-16.21398;1.13
AT;#10;5;6;elevated;elevated;20.01.2017;9.5;9.5;31.03.2017;19.04.2017;70;19;89;NA;15.1;79.1;14157.94;7;84;0.7;3893.8;10660;10897.4;14791.9;14.7919;0.36;1;1;17.2354;;M;0.325;0.206;0.214;0.248;47.2;67.4;14.5;573;760.3;172.9;163.5;234.1;50;0.639;10.3;1.06;0.78;24.45208528;71.65885;1.07
AT;#10;5;21;ambient;ambient;20.01.2017;3.6;3.6;;20.04.2017;NA;NA;NA;NA;14.1;86.4;13484.09;0;73;NA;4382.1;10490;10758.9;15141;15.141;0.41;0;0;;;M;0.473;0.279;0.22;0.324;44;66;10.7;652.2;779.5;195.4;217;237;62.8;0.756;10.95;0.84;0.92;5.252589536;-16.21398;82.8
AT;#10;5;10;ambient;ambient;20.01.2017;6.3;6.3;15.03.2017;23.03.2017;54;8;62;62;19.7;95;28941.81;8;83;3.3;3543.7;11490;11930.4;15477.4;15.4774;0.3;5;1;;;M;0.429;0.252;0.214;0.298;66.7;83.6;15.3;995.1;1192.4;284.4;397.3;501.2;140.7;0.749;14.4;0.87;1.43;10.61798329;23.99901;88.7
AT;#10;5;28;elevated;elevated;20.01.2017;16.9;16.9;03.03.2017;15.03.2017;42;12;54;54;23.6;66.4;29030.98;9;120;2.5;3597;12530;12980.3;16579.8;16.5798;0.28;5;1;;;M;0.378;0.234;0.485;0.365;60.9;66.2;17.1;907.7;1056.4;315.3;307.8;384.7;117.9;0.801;10.35;1.81;0.92;168.2961626;181.87223;0.76
AT;#10;5;37;ambient;ambient;20.01.2017;NA;2;03.04.2017;20.04.2017;73;17;90;NA;14.5;104.1;17181.31;13;93;1.3;4650.8;12020;12251.3;16903.4;16.9034;0.38;3;1;10.107;;M;0.756;0.324;0.201;0.427;26.7;37.4;5.9;621.9;747.3;187.5;103.3;130.7;37.9;0.714;26.95;0.89;1.13;3.461278398;-40.0439;102.1
AT;#10;5;23;ambient;ambient;20.01.2017;14.7;14.7;13.03.2017;20.03.2017;52;7;59;59;21.2;74.9;26425.5;11;132;2.9;3174.3;13830;14186;17363.2;17.3632;0.22;5;1;;;M;0.265;0.411;0.275;0.317;1043.8;1262.4;251.3;41.5;53.6;11.4;293.3;374.4;93.3;0.736;12.75;1.76;1.02;94.84423364;149.10609;60.2
AT;#10;5;36;ambient;ambient;20.01.2017;3.1;3.1;NA;20.04.2017;NA;NA;NA;NA;19;73.7;20885.47;2;101;NA;4772.8;12490;12704.3;17477.1;17.4771;0.38;1;1;17.24;;M;0.347;0.268;0.292;0.302;48.9;68.8;14.8;446.2;547.9;143.8;206.9;253;55.7;0.715;12.05;1.37;0.78;4.610713881;-23.66083;70.6
AT;#10;5;29;elevated;elevated;20.01.2017;14.1;14.1;23.03.2017;16.04.2017;62;24;86;86;16.8;95.5;21158.83;11;74;5.1;4237.5;13850;14166.2;18408.8;18.4088;0.3;5;1;;;M;0.358;0.261;0.193;0.271;80.7;104;23.4;623.9;770.6;219.2;201.8;248.6;73.6;0.726;13.9;0.77;0.95;81.1119014;140.16987;1.25
AT;#10;5;25;elevated;elevated;20.01.2017;NA;5;15.03.2017;27.03.2017;54;12;66;66;13;85.7;11369.39;6;132;7.1;3719.7;14980;15338.9;19065.7;19.0657;0.24;5;1;;;M;0.252;0.171;0.16;0.194;67.9;82.3;19.5;732.8;899;266.8;199.5;255.1;72.6;0.734;14.3;1.54;1.22;7.566033849;4.6372;1.24
AT;#10;5;24;ambient;ambient;20.01.2017;12.6;12.6;03.03.2017;23.03.2017;42;20;62;62;23.5;78.4;33987.67;13;125;5;3083.2;18690;18967.3;22055.5;22.0555;0.16;5;1;;;M;0.383;0.252;0.197;0.277;64.1;77.2;14.8;527.3;735.6;173.4;270.3;355.9;89.1;0.7;11.55;1.59;1.06;54.86163016;117.82932;65.8
AT;#10;5;13;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#10;5;14;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#10;5;18;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#10;5;20;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#10;5;22;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#10;5;27;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#11;1;9;ambient;ambient;20.01.2017;;1;03.04.2017;18.04.2017;73;15;88;88;18.6;12;3258.94;4;33;2.4;1920.5;1740;1954.1;3877;3.877;0.98;3;1;10.107;;M;0.301;0.298;0.226;0.275;51.5;58.1;15.7;526.7;595.4;141.6;186.8;220.9;56.8;0.828;42.15;2.75;0.13;2.667018015;-54.9376;11
AT;#11;1;17;elevated;elevated;20.01.2017;5.4;5.4;17.02.2017;01.03.2017;28;12;40;40;20.6;33.6;11192.92;5;71;5.6;2029.8;4870;5138.6;7174;7.174;0.4;5;1;;;M;0.313;0.35;0.267;0.31;947.1;1163.2;193.7;36.6;46.2;8.8;231.9;294.7;66.1;0.749;19.53;2.11;0.71;8.397548349;10.59468;0.65
AT;#11;1;2;elevated;elevated;20.01.2017;6.7;6.7;17.02.2017;02.03.2017;28;13;41;41;20.4;36.1;11793.35;12;68;4.8;2254.7;5240;5477.3;7736.8;7.7368;0.41;5;1;;;M;0.437;0.423;0.288;0.383;929.8;1102.7;149.8;28;38.1;5.9;294;365.2;81.6;0.751;12.63;1.88;0.72;11.78491001;29.95649;0.68
AT;#11;1;12;ambient;ambient;20.01.2017;NA;0.5;NA;20.04.2017;NA;NA;NA;NA;16.8;18.6;4120.99;1;33;NA;5355.5;2270;2447.6;7803.1;7.8031;2.19;1;1;17.2354;;M;0.299;0.302;0.208;0.27;55.6;67.2;14.5;475;572;125.3;125.5;149.1;37.8;0.784;32.95;1.77;0.2;2.341103735;-62.38445;18.1
AT;#11;1;28;ambient;ambient;20.01.2017;3.3;3.3;09.03.2017;15.03.2017;48;6;54;54;26.7;28.6;16005.09;9;66;6;3264.5;4490;4799;8069.5;8.0695;0.68;5;1;;;M;0.333;0.324;0.291;0.316;970.4;1077.3;208.9;31.4;36.3;9.2;272.5;326.3;90.9;0.823;25.55;2.31;0.47;4.857471816;-20.68209;25.3
AT;#11;1;6;ambient;ambient;20.01.2017;7.1;7.1;27.02.2017;06.03.2017;38;7;45;45;27;56.2;32161.29;11;53;3.3;1747.3;6050;6367.9;8118.5;8.1185;0.27;5;1;;;M;0.425;0.28;0.229;0.311;77.4;97.6;15.3;1038.1;1475.2;249.1;182.3;239.5;53.5;0.697;22.05;0.94;1.09;13.08008311;35.91397;49.1
AT;#11;1;7;elevated;elevated;20.01.2017;4.4;4.4;27.02.2017;16.03.2017;38;17;55;55;16.3;42.5;8864.08;11;93;5.3;3029.8;5420;5682.4;8717.5;8.7175;0.53;5;1;;;M;0.316;0.248;0.267;0.277;39.8;54.8;12.4;557.3;696.3;199.8;166;197.7;50.2;0.717;13.5;2.19;0.69;6.470560918;-4.29902;0.88
AT;#11;1;23;ambient;ambient;20.01.2017;15.7;15.7;23.02.2017;27.02.2017;34;4;38;38;20.3;50.6;16368.63;5;83;12.1;2001.8;6790;6985.1;8999;8.999;0.29;5;1;;;M;0.339;0.25;0.297;0.296;80.2;112.9;14.6;821.2;1175;168.4;51.8;85.4;12.1;0.619;13.1;1.64;0.92;123.0896436;163.99979;34.9
AT;#11;1;26;ambient;ambient;20.01.2017;14.7;14.7;23.02.2017;02.03.2017;34;7;41;41;21.4;47.9;17219.98;1;84;5.4;2848.9;6250;6471.6;9325.9;9.3259;0.44;5;1;;;M;0.566;0.309;0.397;0.424;78.9;128.6;14.3;836.2;985.3;200.9;23;35.6;6.4;0.648;14.1;1.75;0.81;94.84423364;149.10609;33.2
AT;#11;1;13;elevated;elevated;20.01.2017;8.9;8.9;23.02.2017;06.03.2017;34;11;45;45;12.1;67.2;7723.42;17;116;6.3;1822.2;7450;7626.9;9455.4;9.4554;0.24;5;1;;;M;0.317;0.308;0.24;0.289;623.6;826.8;123.1;32.1;40.7;8.8;153.4;225.9;45;0.68;14.4;1.73;1.3;20.91171023;62.72263;1.35
AT;#11;1;18;elevated;elevated;20.01.2017;7.3;7.3;22.02.2017;02.03.2017;33;8;41;41;19.1;39.9;11426.4;8;74;7.9;2171.4;7900;8175.2;10354.5;10.3545;0.27;5;1;;;M;0.453;0.327;0.393;0.391;143.2;222.2;30.7;1031.2;1576;229.6;54.7;82.3;14.9;0.591;9.75;1.85;0.8;13.78010796;38.89271;0.76
AT;#11;1;11;ambient;ambient;20.01.2017;7.2;7.2;24.02.2017;21.03.2017;35;25;60;60;20.7;67.2;22603.7;20;116;3.6;2660.3;7980;8252.8;10916.7;10.9167;0.32;5;1;;;M;0.398;0.347;0.26;0.335;873.7;963.2;161;22.5;25.2;5.8;337.1;366.2;106;0.879;29.65;1.73;1;13.42553378;37.40334;60
AT;#11;1;25;ambient;ambient;20.01.2017;12.6;12.6;27.02.2017;09.03.2017;38;10;48;48;16.8;70.4;15597.71;15;100;4.9;2249.1;8750;8967.7;11221.7;11.2217;0.25;5;1;;;M;0.384;0.26;0.288;0.311;57.8;76.1;14.5;621.6;780.3;189.9;40.4;60.2;13.3;0.671;12.95;1.42;1.2;54.86163016;117.82932;57.8
AT;#11;1;16;ambient;ambient;20.01.2017;5.4;5.4;15.03.2017;28.03.2017;54;13;67;67;21.2;49.3;17393.55;;83;NA;2860.9;8660;8980;11840.9;11.8409;0.32;5;1;;;F;0.24;0.239;0.16;0.213;53.8;66.2;17.1;785.2;902.5;233;186.3;216.4;69.9;0.789;28;1.68;0.66;8.397548349;10.59468;43.9
AT;#11;1;27;elevated;elevated;20.01.2017;7.1;7.1;01.03.2017;16.03.2017;40;15;55;55;18.1;67.8;17436.39;7;93;2.8;3114.7;8510;8866.4;11983.9;11.9839;0.35;5;1;;;M;0.442;0.238;0.281;0.32;55.6;66.7;11.5;849.8;942.1;245.3;321;348.3;99.6;0.852;9.7;1.37;1.1;13.08008311;35.91397;1.41
AT;#11;1;29;elevated;elevated;20.01.2017;12.8;12.8;24.02.2017;16.03.2017;35;20;55;55;15.1;63.9;11437.32;15;92;5.8;2512.4;9490;9773.1;12291.3;12.2913;0.26;5;1;;;M;0.29;0.197;0.214;0.234;66.8;98.3;24.4;478.9;612.7;165.5;247.2;306.8;93.2;0.665;9.3;1.44;0.93;57.79773569;120.80806;1.19
AT;#11;1;1;elevated;elevated;20.01.2017;7.9;7.9;20.03.2017;28.03.2017;59;8;67;67;19.2;43.5;12588.13;5;130;2.4;3616.5;8560;8925.6;12544.5;12.5445;0.41;5;1;;;M;0.353;0.189;0.177;0.24;65.1;79.7;15.8;739.9;869;255.7;230.3;292.1;94.1;0.75;16.85;2.99;0.53;16.11309507;47.82893;0.83
AT;#11;1;22;ambient;ambient;20.01.2017;5.9;5.9;01.03.2017;15.03.2017;40;14;54;54;30.8;55.7;41478.81;8;84;3.6;3216.2;9470;9789.1;13008.9;13.0089;0.33;5;1;;;M;0.425;0.212;0.225;0.287;46;52.1;12.8;777.1;855.3;300.8;15.5;19.2;5.5;0.811;17.6;1.51;0.92;9.566604157;18.04153;49.8
AT;#11;1;14;elevated;elevated;20.01.2017;8.2;8.2;15.03.2017;21.03.2017;54;6;60;60;13.5;77.3;11059.02;7;103;4;2783.8;10540;10759.8;13547.6;13.5476;0.26;5;1;;;M;0.452;0.224;0.196;0.291;24.1;39.3;4.9;433.5;533.4;131.3;241.9;303.5;83.6;0.677;9.45;1.33;1.15;17.42377059;52.29704;1.6
AT;#11;1;30;elevated;elevated;20.01.2017;11.6;11.6;15.03.2017;28.03.2017;54;13;67;67;15.7;82.3;15924.61;NA;78;NA;3468.1;10060;10196.7;13664.8;13.6648;0.34;5;1;;;F;0.401;0.264;0.212;0.292;24.6;31.6;7;338.2;397.5;109.9;58.2;70.6;19.8;0.755;15.85;0.95;1.06;42.27251875;102.93562;1.64
AT;#11;1;3;ambient;ambient;20.01.2017;8.4;8.4;06.03.2017;14.03.2017;45;8;53;53;18.3;61.1;16062.5;5;154;1.8;2775.9;10810;11033.6;13811.3;13.8113;0.25;5;1;;;M;0.51;0.293;0.228;0.343;36.1;48.2;7.9;461;552.7;126.1;267.6;322.7;89.6;0.749;11.35;2.52;0.99;18.35626256;55.27578;52.7
AT;#11;1;24;elevated;elevated;20.01.2017;15.6;15.6;09.03.2017;28.03.2017;48;19;67;67;12.5;100;12265.63;NA;141;NA;1823;12310;12506.1;14329.1;14.3291;0.15;5;1;;;F;0.388;0.287;0.179;0.285;60.4;70.6;14.6;505.8;605.1;147.3;91.7;113.9;34.2;0.774;11.9;1.41;1.26;119.9224399;162.51042;1.96
AT;#11;1;19;ambient;ambient;20.01.2017;7.9;7.9;09.03.2017;20.03.2017;48;11;59;59;24;55.8;25230.53;10;122;3.7;3331.5;11260;11651.3;14986.5;14.9865;0.29;5;1;;;M;0.41;0.242;0.184;0.279;46.1;56.4;10.9;779.2;891.5;229.2;468.7;578.6;151.2;0.782;33.3;2.19;0.81;16.11309507;47.82893;47.9
AT;#11;1;21;ambient;ambient;20.01.2017;5.6;5.6;23.03.2017;12.04.2017;62;20;82;82;14.6;69.4;11612.74;8;65;5.5;3778.7;10830;11274.5;15058.7;15.0587;0.34;5;1;;;M;0.267;0.184;0.133;0.194;51.4;70.6;16.3;851.7;978.2;292.3;401.2;534;135.9;0.709;22.85;0.94;0.78;8.846971526;13.57342;63.8
AT;#11;1;20;ambient;ambient;20.01.2017;9.4;9.4;09.03.2017;21.03.2017;48;12;60;60;21.7;65;24027.16;3;118;1.4;4595.6;11440;11868.9;16465.9;16.4659;0.39;5;1;;;M;0.196;NA;NA;NA;80.1;107.9;271.6;796.6;927.5;127.8;336.3;419.5;29.5;0.931;12.4;1.82;0.93;23.82291184;70.16948;55.6
AT;#11;1;4;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#11;1;5;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#11;1;8;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#11;1;10;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AT;#11;1;15;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ET;#12;1;15;ambient;ambient;20.01.2017;NA;5;NA;20.04.2017;NA;NA;NA;NA;6.9;12.4;463.44;0;17;NA;432.1;330;366;798.1;NA;1.18;0;0;20.7996;;M;0.487;0.331;0.379;0.399;16.3;24;3.4;77.8;113.8;22.1;43.5;53.3;10.5;0.668;51;1.37;0.08;7.566033849;4.6372;7.4
ET;#12;1;7;ambient;ambient;20.01.2017;8.2;8.2;23.02.2017;02.03.2017;34;7;41;41;22.5;43.7;17366.65;1;99;6;1510.2;4190;4291.3;5807.5;NA;0.35;5;1;;;M;0.577;0.408;0.47;0.485;30;49.7;5.5;464.5;603.2;91.9;14.6;25.2;3.9;0.595;13;2.27;0.87;17.42377059;52.29704;35.5
ET;#12;1;21;elevated;elevated;20.01.2017;NA;0.4;09.03.2017;27.03.2017;48;18;66;66;21.2;33.7;11889.71;7;68;3.2;2792.3;3270;3464.2;6259.7;6.2597;0.81;5;1;;;M;0.562;0.331;0.385;0.426;30.5;42.8;6.1;600.5;751.3;153.6;126.3;164.3;34.5;0.707;21.4;2.02;0.5;2.280865098;-63.87382;0.74
ET;#12;1;17;elevated;elevated;20.01.2017;5.5;5.5;09.03.2017;16.03.2017;48;7;55;55;18.7;51.4;14109.64;5;109;1.7;2245.7;5750;5926.7;8174.1;8.1741;0.38;5;1;;;M;0.454;0.343;0.385;0.394;42.1;50.8;10.4;548.6;643.3;155.4;39.3;50.1;10.9;0.772;7;2.12;0.83;8.619331246;12.08405;1.02
ET;#12;1;10;elevated;elevated;20.01.2017;16.2;16.2;17.02.2017;07.03.2017;28;18;46;46;29.6;46.7;32119.59;13;84;1.7;2372.5;8310;8526.7;10900.9;10.9009;0.28;5;1;;;M;0.245;0.259;0.167;0.224;43.8;65.5;8.3;728.8;950.4;184.9;45;68.4;23.5;0.603;11.05;1.8;0.66;140.2254381;171.44664;0.68
